filename: frame000230_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.12638767800058123	area_occluded_relative_to_gtbox: 0.12638767800058123	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000258_rgb.pngbbox0	sequence: small0 small1 small2 small3 small4	success: False	combination: small2 small3	high_attention_area_without_occlussion_slc: 0.14048138172801505	area_occluded_relative_to_gtbox: 0.09743063571459108	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000258_rgb.pngbbox0	sequence: small0 small1 small2 small3 small4	success: False	combination: small2 small3 small4	high_attention_area_without_occlussion_slc: 0.14048138172801505	area_occluded_relative_to_gtbox: 0.11346244281988799	high_attention_area_occluded_slc: 0	quadrants: ['3', '4']
filename: frame000258_rgb.pngbbox0	sequence: small0 small1 small2 small3 small4	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.14048138172801505	area_occluded_relative_to_gtbox: 0.01402248728143303	high_attention_area_occluded_slc: 0.24423923731349664	quadrants: ['1', '2', '3', '4']
filename: frame000258_rgb.pngbbox0	sequence: small0 small1 small2 small3 small4	success: True	combination: small1 small4	high_attention_area_without_occlussion_slc: 0.14048138172801505	area_occluded_relative_to_gtbox: 0.03005429438672994	high_attention_area_occluded_slc: 0.25140011115386257	quadrants: ['1', '2', '3', '4']
filename: frame000258_rgb.pngbbox0	sequence: small0 small1 small2 small3 small4	success: False	combination: small1 small3	high_attention_area_without_occlussion_slc: 0.14048138172801505	area_occluded_relative_to_gtbox: 0.07199350177418665	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000258_rgb.pngbbox0	sequence: small0 small1 small2 small3 small4	success: False	combination: small1 small3 small4	high_attention_area_without_occlussion_slc: 0.14048138172801505	area_occluded_relative_to_gtbox: 0.08802530887948355	high_attention_area_occluded_slc: 0	quadrants: ['2', '3', '4']
filename: frame000258_rgb.pngbbox0	sequence: small0 small1 small2 small3 small4	success: True	combination: small1 small2	high_attention_area_without_occlussion_slc: 0.14048138172801505	area_occluded_relative_to_gtbox: 0.05348210850327049	high_attention_area_occluded_slc: 0.11179513488093712	quadrants: ['1', '2', '3', '4']
filename: frame000258_rgb.pngbbox0	sequence: small0 small1 small2 small3 small4	success: True	combination: small1 small2 small4	high_attention_area_without_occlussion_slc: 0.14048138172801505	area_occluded_relative_to_gtbox: 0.0695139156085674	high_attention_area_occluded_slc: 0.11412509084690693	quadrants: ['1', '3', '4']
filename: frame000258_rgb.pngbbox0	sequence: small0 small1 small2 small3 small4	success: False	combination: small1 small2 small3	high_attention_area_without_occlussion_slc: 0.14048138172801505	area_occluded_relative_to_gtbox: 0.11145312299602411	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000258_rgb.pngbbox0	sequence: small0 small1 small2 small3 small4	success: False	combination: small1 small2 small3 small4	high_attention_area_without_occlussion_slc: 0.14048138172801505	area_occluded_relative_to_gtbox: 0.12748493010132103	high_attention_area_occluded_slc: 0	quadrants: ['3', '4']
filename: frame000258_rgb.pngbbox0	sequence: small0 small1 small2 small3 small4	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.14048138172801505	area_occluded_relative_to_gtbox: 0.012996451626694027	high_attention_area_occluded_slc: 0.12804069941430465	quadrants: ['1', '2', '3', '4']
filename: frame000258_rgb.pngbbox0	sequence: small0 small1 small2 small3 small4	success: True	combination: small0 small4	high_attention_area_without_occlussion_slc: 0.14048138172801505	area_occluded_relative_to_gtbox: 0.029028258731990934	high_attention_area_occluded_slc: 0.16809884143473985	quadrants: ['1', '2', '3', '4']
